id	1_pe	2_pe	3_pe	4_pe	5_pe	6_pe	7_pe	8_pe	geneCoordinate	geneSymbol	logFC	LimmaVoom.pvalue	BH.qvalue
ENSMUSG00000087347	1	0	5	7	7	6	5	11	chr11:58322788-58324639	1700047K16Rik	1.4418608895005	0.0425032801568728	0.500013542610497
ENSMUSG00000100017	135	150	170	187	253	176	200	198	chr14:56811753-56815797	2410022M11Rik	0.361416433062618	0.0426074938074672	0.500827047454149
ENSMUSG00000081285	0	0	0	0	0	0	1	2	chr13:17820746-17821970	Gm18859	1.09812279925173	0.0426235162755846	0.500827047454149
ENSMUSG00000028246	1631	1588	1771	1365	1740	2035	1749	1821	chr4:21931129-21997039	Faxc	0.212027528829342	0.0426329765046057	0.500827047454149
ENSMUSG00000090066	120	139	97	95	165	108	196	168	chr3:138064852-138081706	1110002E22Rik	0.484321821750356	0.0426560366529594	0.500827047454149
ENSMUSG00000049653	0	0	0	0	0	0	1	1	chr15:76267889-76292772	Spatc1	0.950669900720076	0.0426693632982342	0.500827047454149
ENSMUSG00000073679	0	0	0	0	2	0	2	0	chr4:155839292-155840378	Mxra8os	1.17749501557045	0.0427128233519876	0.501109481596389
ENSMUSG00000038914	2662	2432	2511	2013	2634	2849	2863	2685	chr2:180657764-180710199	Dido1	0.204215770696065	0.0427792519672759	0.501185965397301
ENSMUSG00000001507	706	731	842	541	558	643	559	491	chr11:95044274-95077001	Itga3	-0.314432371957363	0.0427829359918628	0.501185965397301
ENSMUSG00000032590	578	707	787	648	617	542	590	526	chr9:108085213-108094806	Apeh	-0.251251598952939	0.0427946679798111	0.501185965397301
ENSMUSG00000034145	1541	1321	1488	1244	1466	1727	1653	1594	chr12:87021140-87090243	Tmem63c	0.205946662273317	0.0427969435498353	0.501185965397301
ENSMUSG00000031953	118	108	117	97	106	88	69	70	chr8:111864698-111876875	Tmem170	-0.416742436541831	0.0428369876159245	0.501427611268598
ENSMUSG00000038256	2012	1809	1676	1532	1880	2025	2124	2048	chr3:97203462-97298117	Bcl9	0.20640056659006	0.0429060067603894	0.502008051923867
ENSMUSG00000037295	119	229	241	182	155	127	132	104	chr4:134741354-134768224	Ldlrap1	-0.5292845380231	0.0429346653172147	0.502015349156959
ENSMUSG00000032540	513	578	540	676	480	524	456	482	chr9:122351408-122381724	Abhd5	-0.242497426602001	0.0429712504925027	0.502015349156959
ENSMUSG00000024143	1405	1487	1828	1455	1484	1290	1214	1265	chr17:86962882-87000269	Rhoq	-0.229501234619317	0.0429741321921538	0.502015349156959
ENSMUSG00000107263	3	6	3	7	0	4	3	0	chr5:115902230-115904494	Gm42471	-1.39384436298176	0.0429843598488501	0.502015349156959
ENSMUSG00000034903	448	639	588	449	499	438	390	317	chr2:65088139-65239603	Cobll1	-0.36995395077759	0.0430650183378411	0.502415451547901
ENSMUSG00000064325	235	319	337	227	271	200	195	171	chr8:79965915-80058206	Hhip	-0.414020697946575	0.0430776401414409	0.502415451547901
ENSMUSG00000021650	1143	1118	1004	1217	905	1010	966	1030	chr13:99319449-99344878	Ptcd2	-0.194629188477458	0.0431061273176291	0.502415451547901
ENSMUSG00000034320	556	703	638	506	500	496	541	443	chr18:61192719-61211812	Slc26a2	-0.270158431231024	0.0431088735483837	0.502415451547901
ENSMUSG00000103716	0	0	3	0	0	0	0	0	chr1:34928309-34930845	Gm19430	-1.11830109687018	0.0431252031321313	0.502415451547901
ENSMUSG00000037568	94	106	113	85	84	66	87	62	chr1:190947446-190979496	Vash2	-0.424980634157517	0.0431452760857039	0.502415451547901
ENSMUSG00000039361	7240	7507	7600	6652	7144	6408	6299	5966	chr7:90130013-90213665	Picalm	-0.168902842036605	0.0431626829451021	0.502415451547901
ENSMUSG00000050315	325	288	515	349	313	244	306	217	chr3:123076319-123236349	Synpo2	-0.433101713396566	0.0431742007600968	0.502415451547901
ENSMUSG00000043460	5331	4285	4752	3788	5338	4850	5260	5708	chr15:78669822-78718313	Elfn2	0.22955220128587	0.0432438826400818	0.502999758723041
ENSMUSG00000029802	752	794	748	853	723	730	674	524	chr6:58584323-58695876	Abcg2	-0.257140434263876	0.0432996280909726	0.503379564431927
ENSMUSG00000035493	195	285	211	163	140	187	177	96	chr13:56609403-56639539	Tgfbi	-0.522000630755432	0.0433155056023912	0.503379564431927
ENSMUSG00000039200	0	0	0	0	5	2	0	1	chr16:10192512-10243251	Atf7ip2	1.29591694481329	0.0433484288026692	0.503535660831006
ENSMUSG00000033386	82	131	116	70	80	77	60	46	chr3:116859264-116908377	Frrs1	-0.589358108051437	0.0433820769222386	0.503700033801848
ENSMUSG00000057554	930	1270	1188	1211	1035	906	1025	892	chr13:12439215-12465144	Lgals8	-0.246794674360645	0.0434534177912753	0.504258148366214
ENSMUSG00000020553	42	70	85	65	33	53	44	39	chr11:89982465-90003094	Pctp	-0.594219858596343	0.0434835085298001	0.504258148366214
ENSMUSG00000098129	20	14	15	14	16	6	3	11	chr7:123970846-123983654	Gm27040	-1.02851291498264	0.0434887030486926	0.504258148366214
ENSMUSG00000045435	506	515	537	652	430	500	476	454	chr5:20881991-20887070	Tmem60	-0.243534787477053	0.0435424902842617	0.504648397826545
ENSMUSG00000051910	825	785	821	836	911	1034	896	880	chr7:115470672-116038996	Sox6	0.185049819974491	0.0435614278529533	0.504648397826545
ENSMUSG00000105928	0	0	0	0	0	2	3	1	chr12:115892684-115894503	Gm9256	1.10213755679952	0.0436419973283999	0.505167579548917
ENSMUSG00000046768	189	176	245	180	174	171	145	116	chr12:75308122-75401656	Rhoj	-0.386140968806813	0.0436453525413479	0.505167579548917
ENSMUSG00000051297	7	5	10	1	0	3	4	1	chr16:92478542-92497566	2410124H12Rik	-1.48985386634485	0.0437206621866207	0.505766390546342
ENSMUSG00000102309	0	0	0	0	0	0	1	1	chr1:149410523-149412379	Gm38189	0.891433371757476	0.0437362435736057	0.505766390546342
ENSMUSG00000020827	14713	12476	12647	11866	13621	13972	15172	15704	chr11:70562681-70614683	Mink1	0.179764480561259	0.0437790554605697	0.506034952469064
ENSMUSG00000084790	34	11	23	12	5	17	7	7	chr16:4032639-4038047	Gm15879	-1.09877135672571	0.0438337821120868	0.506264988669479
ENSMUSG00000031684	236	249	206	285	186	227	201	151	chr8:78509135-78734205	Slc10a7	-0.352350338781571	0.0438381504859342	0.506264988669479
ENSMUSG00000027239	405	445	447	568	417	366	377	377	chr2:91929605-91932497	Mdk	-0.26966334963609	0.0438653272378263	0.506352486086686
ENSMUSG00000015599	4397	3663	4126	3608	4343	4583	4354	4484	chr17:46442248-46487875	Ttbk1	0.173987782626224	0.043993040244774	0.506967046842541
ENSMUSG00000041028	18913	19572	21129	22171	18279	18907	18280	18397	chr14:37120244-37135522	Ghitm	-0.144328660339386	0.0440197326005038	0.506967046842541
ENSMUSG00000019837	554	557	585	635	499	473	514	537	chr10:40249003-40257865	Gtf3c6	-0.203841544393692	0.0440239304915416	0.506967046842541
ENSMUSG00000084898	20	17	7	43	35	117	38	26	chr4:36952766-36988232	Gm12371	1.3019616990299	0.0440247891433966	0.506967046842541
ENSMUSG00000000532	5270	5118	4749	4170	5530	5475	5384	5359	chr15:101173867-101213879	Acvr1b	0.177485630107652	0.0440304969031124	0.506967046842541
ENSMUSG00000064036	474	494	492	632	492	409	440	383	chr18:73859185-73881533	Mro	-0.274838899522957	0.0440551862945594	0.506967046842541
ENSMUSG00000034525	3467	2925	3209	2515	3569	3728	3573	3200	chr13:70588489-70637834	Ice1	0.223694950152808	0.0440773316510764	0.506967046842541
ENSMUSG00000108860	4	3	2	2	0	3	0	0	chr8:4465389-4466207	RP24-74L7.6	-1.16949803245942	0.0440917640221447	0.506967046842541
ENSMUSG00000030077	11082	9091	9073	7978	10002	10642	10976	11112	chr6:103510386-103750411	Chl1	0.207997066555601	0.0440951828696752	0.506967046842541
ENSMUSG00000024678	0	0	0	2	1	5	2	0	chr19:11536601-11558667	Ms4a4d	1.27625663875944	0.0441673343703248	0.50730979788454
ENSMUSG00000001018	1578	1695	1848	1907	1655	1571	1459	1470	chr3:90487826-90491233	Snapin	-0.189303914272071	0.044180585430513	0.50730979788454
ENSMUSG00000032041	127	112	188	119	113	97	105	74	chr9:35184351-35200491	Tirap	-0.470450067487317	0.0441896018871027	0.50730979788454
ENSMUSG00000001891	3754	4157	4181	4627	3966	3797	3553	3379	chr11:21320938-21371401	Ugp2	-0.184894858112297	0.0442035439745336	0.50730979788454
ENSMUSG00000050919	144	122	117	85	116	76	71	70	chr13:99184623-99247237	Zfp366	-0.501095257149493	0.0442574341440141	0.507702732538393
ENSMUSG00000104654	4	0	2	3	0	0	1	1	chr9:111052581-111053393	Gm43814	-1.10589989054596	0.0442946659892498	0.507782900291964
ENSMUSG00000074591	86	172	148	135	106	91	98	68	chr3:57657193-57692999	Ankub1	-0.541207261607203	0.0443299721033624	0.507782900291964
ENSMUSG00000007867	157	176	202	215	142	162	159	126	chr12:86082361-86162658	Ift43	-0.343723573939653	0.0443545131121293	0.507782900291964
ENSMUSG00000032099	0	0	0	0	0	0	1	0	chr9:35606893-35612135	Pate4	0.939939665036203	0.044360256072476	0.507782900291964
ENSMUSG00000030147	1	3	3	0	0	0	0	0	chr6:123049762-123071755	Clec4b1	-1.14597647720356	0.0443627005480748	0.507782900291964
ENSMUSG00000022639	484	325	470	380	322	326	326	347	chr16:50719094-50732973	Dubr	-0.30843162177179	0.044467745321913	0.508605946047811
ENSMUSG00000109498	3	0	1	4	1	0	0	0	chr7:90145748-90150454	RP24-344N22.4	-1.19984194025203	0.0444739812697223	0.508605946047811
ENSMUSG00000039640	2020	2078	1998	2813	1786	1859	1819	1975	chr11:120484413-120489265	Mrpl12	-0.246102590728546	0.0445220913268398	0.508920344596594
ENSMUSG00000003575	9424	7826	7970	7601	9857	8235	9661	9782	chr8:70382155-70439779	Crtc1	0.194951244882929	0.044551762791343	0.508920344596594
ENSMUSG00000079101	2	4	1	1	1	0	0	0	chr14:3051453-3052699	Gm2904	-1.22796118963062	0.0445869219825838	0.508920344596594
ENSMUSG00000023043	77	311	188	73	26	133	97	11	chr15:102028016-102032226	Krt18	-1.617615323675	0.0446215146737403	0.508920344596594
ENSMUSG00000074676	20	13	27	11	15	6	11	6	chr2:152931698-152933408	Foxs1	-0.960375861579044	0.0446222968165758	0.508920344596594
ENSMUSG00000037624	1679	1940	1619	1925	2268	2179	1905	1913	chr1:189207730-189402473	Kcnk2	0.206879545249331	0.0446947388642968	0.508920344596594
ENSMUSG00000027424	265	273	294	313	239	264	228	228	chr2:144270463-144281427	Mgme1	-0.254013078561214	0.0447297831269689	0.508920344596594
ENSMUSG00000032883	9788	10069	10752	11941	11106	8563	8515	8371	chr1:78657625-78707943	Acsl3	-0.225092865026153	0.0447306598027937	0.508920344596594
ENSMUSG00000047407	58	73	79	83	58	49	63	41	chr17:70844005-70853746	Tgif1	-0.476828142629648	0.0447309086455127	0.508920344596594
ENSMUSG00000020255	1228	1109	1098	1116	1032	1036	978	1005	chr10:83360021-83369035	D10Wsu102e	-0.166973987981755	0.0447349533729528	0.508920344596594
ENSMUSG00000061232	742	1235	1230	1254	938	714	869	861	chr17:33995817-34000533	H2-K1	-0.37382828529194	0.0447483358464922	0.508920344596594
ENSMUSG00000002881	1319	1390	1591	1399	1330	1333	1187	1081	chr1:52457094-52500879	Nab1	-0.210707000436702	0.0447778483760176	0.508920344596594
ENSMUSG00000103585	159	174	210	156	170	240	233	305	chr18:37720169-37842070	Pcdhgb4	0.418327513557998	0.0448194157859316	0.508920344596594
ENSMUSG00000019961	1185	1308	1498	1427	1193	1256	1187	985	chr10:91147371-91171782	Tmpo	-0.229700417803516	0.044834684051518	0.508920344596594
ENSMUSG00000082329	7	5	4	1	1	1	0	3	chr2:157528669-157529185	Gm14287	-1.3938252176591	0.0448413932532592	0.508920344596594
ENSMUSG00000087701	11	14	13	19	5	12	8	7	chr2:51870926-51871818	Gm13493	-0.815599691890785	0.044850046026321	0.508920344596594
ENSMUSG00000023885	227	413	365	281	232	293	216	181	chr17:14665300-14694462	Thbs2	-0.463547487501894	0.044850927245653	0.508920344596594
ENSMUSG00000022375	133	128	142	171	206	196	159	166	chr15:66379658-66501110	Lrrc6	0.341161118931817	0.0448882669912627	0.508920344596594
ENSMUSG00000026614	731	603	589	694	793	818	709	726	chr1:185454648-185468962	Slc30a10	0.222310370857977	0.0449000687203468	0.508920344596594
ENSMUSG00000107623	0	1	0	1	0	0	0	0	chr6:126286449-126328886	Gm10415	-0.929532299911181	0.0449129358910911	0.508920344596594
ENSMUSG00000025997	161	186	191	169	148	150	151	121	chr1:69531014-69687445	Ikzf2	-0.310225613703239	0.0449151655059315	0.508920344596594
ENSMUSG00000021182	993	906	948	669	1145	918	1031	1194	chr12:100912500-101029183	Ccdc88c	0.295277282133086	0.0450015074557622	0.508951261867537
ENSMUSG00000097328	164	181	190	173	171	134	119	144	chr11:69686050-69696049	Tnfsf12	-0.326969112515761	0.0450061153582975	0.508951261867537
ENSMUSG00000045087	630	875	859	926	840	573	612	581	chr9:21242712-21248643	S1pr5	-0.339132695534498	0.0450207528702255	0.508951261867537
ENSMUSG00000047592	0	0	0	0	0	0	1	3	chr5:138225698-138253563	Nxpe5	1.15193353453009	0.0450218533308165	0.508951261867537
ENSMUSG00000028431	2684	2638	2626	2380	2735	3047	2884	2848	chr4:56749480-56802531	Ikbkap	0.157316308596353	0.0450308781338608	0.508951261867537
ENSMUSG00000105676	4	7	10	3	2	5	2	1	chr3:137862389-137864574	Gm43403	-1.13166993335094	0.0450646002056795	0.508951261867537
ENSMUSG00000012187	4	5	5	3	3	1	3	1	chr1:78510791-78538373	Mogat1	-1.17402496643049	0.0451147918075764	0.508951261867537
ENSMUSG00000044447	529	762	773	443	622	417	424	304	chr14:67751728-67933772	Dock5	-0.51048122208184	0.0451271488671409	0.508951261867537
ENSMUSG00000097083	100	98	105	76	97	146	131	130	chr1:39649976-39657590	D930019O06Rik	0.408649170507889	0.0451353158103641	0.508951261867537
ENSMUSG00000022941	5	21	4	7	1	4	3	5	chr16:94328220-94337135	Ripply3	-1.31212864993206	0.0451505962647781	0.508951261867537
ENSMUSG00000041084	1436	1307	1393	1738	1202	1326	1220	1290	chr3:130695712-130709644	Ostc	-0.214178890959333	0.0451759281772084	0.508951261867537
ENSMUSG00000020164	0	0	1	0	0	3	0	2	chr10:116417852-116421437	Kcnmb4os1	1.26359149801373	0.0452032358625909	0.508951261867537
ENSMUSG00000026519	1032	1636	1338	1243	1407	831	995	748	chr1:180942144-180975312	Tmem63a	-0.422360556200313	0.0452243400705892	0.508951261867537
ENSMUSG00000043298	13	6	6	28	4	2	8	5	chr6:136829727-136835652	Smco3	-1.36077293049021	0.0452313375741355	0.508951261867537
ENSMUSG00000027799	14775	13771	13447	9258	16919	13494	15662	16093	chr3:55624995-56183901	Nbea	0.295980385724909	0.0452717261844294	0.508951261867537
ENSMUSG00000020038	544	517	593	525	402	564	460	395	chr10:85131502-85185254	Cry1	-0.272697506007633	0.0452894404109554	0.508951261867537
ENSMUSG00000027088	1194	996	1103	1394	946	1003	1028	987	chr2:69789423-69800205	Phospho2	-0.231501795448486	0.0453513033784147	0.508951261867537
ENSMUSG00000090523	97	108	111	110	94	72	93	71	chr18:32528122-32560234	Gypc	-0.372463140284854	0.0453607307056208	0.508951261867537
ENSMUSG00000027180	2963	3042	3276	3343	2731	3128	2743	2571	chr2:104027521-104063440	Fbxo3	-0.178000841390115	0.0453751236442606	0.508951261867537
ENSMUSG00000103441	2	6	1	1	2	4	4	5	chr3:21753329-21800973	7530428D23Rik	1.3838743473714	0.0453785970296789	0.508951261867537
ENSMUSG00000061273	2071	2094	2243	2167	1961	2019	1888	1855	chrX:56585312-56598269	Mmgt1	-0.151046227828345	0.0453804325489848	0.508951261867537
ENSMUSG00000035279	44	45	37	28	17	21	28	34	chr7:4925585-4945026	Ssc5d	-0.650574478627785	0.0453971878119142	0.508951261867537
ENSMUSG00000097812	2	0	3	3	1	0	0	0	chr8:121849994-121860821	Gm26812	-1.3702901351274	0.0454052576583344	0.508951261867537
ENSMUSG00000021037	4219	4044	4299	4554	3431	4065	3832	3945	chr12:87266546-87274197	Ahsa1	-0.165982362515176	0.0454222551994143	0.508951261867537
ENSMUSG00000021716	888	943	969	972	862	834	853	808	chr13:104792284-104839474	Srek1ip1	-0.168071466597945	0.0454246688220059	0.508951261867537
ENSMUSG00000044345	323	415	299	344	313	257	310	228	chr19:42147200-42151903	Marveld1	-0.321853502918931	0.0454301157337826	0.508951261867537
ENSMUSG00000031827	4462	3856	5002	4299	3933	3065	3855	4115	chr8:119809025-119840779	Cotl1	-0.238003755326267	0.0454904908143468	0.509007400396185
ENSMUSG00000087249	56	19	25	37	21	20	20	9	chr11:59809880-59818691	Gm16062	-0.921944648489315	0.045511611644004	0.509007400396185
ENSMUSG00000062054	217	277	292	319	218	217	214	236	chr12:21316192-21323805	Iah1	-0.30756716645597	0.0455118983883806	0.509007400396185
ENSMUSG00000030301	1485	1495	1590	1521	1367	1415	1332	1368	chr6:147475628-147632812	Ccdc91	-0.151327694734088	0.0455139387982963	0.509007400396185
ENSMUSG00000045975	598	659	580	492	509	482	478	503	chr16:97855010-97922833	C2cd2	-0.232409139873172	0.0455453571185661	0.509138362527493
ENSMUSG00000051817	512	520	573	544	656	593	656	570	chr2:152393411-152398263	Sox12	0.202603469831605	0.0455729685480042	0.509195589198694
ENSMUSG00000107736	0	0	0	1	3	0	0	0	chr6:121255003-121272885	Gm44148	1.21489057533488	0.0456041974764475	0.509195589198694
ENSMUSG00000038871	2364	2637	2793	3204	2512	2393	2370	2156	chr6:34476007-34505813	Bpgm	-0.215255852953882	0.0456096072387466	0.509195589198694
ENSMUSG00000054690	174	269	247	213	219	137	191	86	chr3:137340867-137432385	Emcn	-0.574917810396645	0.0456347812515634	0.509256561059564
ENSMUSG00000037815	2569	3544	3219	2775	2801	2659	2522	2013	chr18:35118688-35254973	Ctnna1	-0.276140874340556	0.0456873510021278	0.509349635652387
ENSMUSG00000034156	5608	4524	4993	3577	6023	5846	5660	4910	chr11:87760341-87786128	Bzrap1	0.277715537596166	0.0456910868880098	0.509349635652387
ENSMUSG00000098055	0	3	0	2	3	11	2	4	chr10:60931791-60941142	Gm26947	1.59195683761772	0.0457369481788792	0.509349635652387
ENSMUSG00000000563	10211	10492	10922	13550	8997	9942	9623	10398	chr3:105942498-105960299	Atp5f1	-0.206220860227628	0.0457425339403662	0.509349635652387
ENSMUSG00000096056	3	3	7	3	12	4	12	8	chrX:101295639-101321548	Gm21986	1.03178657961367	0.0457975447909808	0.509349635652387
ENSMUSG00000022032	59	212	95	38	22	85	40	10	chr14:65666203-65765026	Scara5	-1.45574972753923	0.045805545123999	0.509349635652387
ENSMUSG00000041445	228	288	191	177	179	159	187	139	chr14:34375304-34404487	Mmrn2	-0.393530545357707	0.0458819126078286	0.509349635652387
ENSMUSG00000032908	404	447	834	449	430	378	372	286	chr1:78310145-78420489	Sgpp2	-0.493719579198092	0.0458822847124603	0.509349635652387
ENSMUSG00000048981	0	0	0	0	0	3	2	0	chr11:100046446-100050751	Krt31	1.11456479542484	0.0458830796389752	0.509349635652387
ENSMUSG00000074092	1	1	1	0	0	0	0	0	chr7:52755265-52755928	Gm6181	-1.05057502311591	0.0458986316126883	0.509349635652387
ENSMUSG00000029007	369	530	521	468	356	418	414	325	chr4:148076861-148088231	Agtrap	-0.312368389847474	0.0459156340652226	0.509349635652387
ENSMUSG00000050103	370	309	285	370	292	191	301	265	chr12:37241441-37582402	Agmo	-0.357692740062857	0.0459340698972655	0.509349635652387
ENSMUSG00000022878	1	0	0	0	0	4	4	1	chr16:23146336-23158228	Adipoq	1.39666581136971	0.0459455467760752	0.509349635652387
ENSMUSG00000019158	899	1003	1111	1334	866	892	919	927	chr7:16452579-16455689	Tmem160	-0.255233145358644	0.0459478169808037	0.509349635652387
ENSMUSG00000109488	5	6	17	6	1	4	3	4	chr7:7096643-7098228	RP23-7L11.5	-1.12331736182751	0.0459478975011679	0.509349635652387
ENSMUSG00000003868	859	902	909	1125	730	818	842	840	chr7:45421698-45434664	Ruvbl2	-0.227039690338878	0.0459585817413376	0.509349635652387
ENSMUSG00000024084	566	541	583	854	450	492	537	522	chr17:79051706-79090443	Qpct	-0.323280418414073	0.0460209997637135	0.509671688066716
ENSMUSG00000106087	8	4	16	3	6	1	2	1	chr3:121761993-121765104	Gm43609	-1.41949334998673	0.046045638107801	0.509671688066716
ENSMUSG00000000126	178	274	179	270	279	284	287	280	chr11:59306728-59333752	Wnt9a	0.354812313328948	0.0460468266605138	0.509671688066716
ENSMUSG00000030636	4	0	1	1	1	1	0	1	chr7:82851399-82860049	1700010L04Rik	-1.21637521718507	0.0460891633151943	0.509921818023438
ENSMUSG00000021708	4546	4441	4045	3538	4746	5042	4849	4322	chr13:91880200-92131856	Rasgrf2	0.199029861507251	0.0461822538602732	0.510563104569349
ENSMUSG00000020673	0	0	1	3	2	3	4	3	chr12:30054459-30132824	Tpo	1.24935198965154	0.046186652294595	0.510563104569349
ENSMUSG00000034902	14303	13822	13266	13422	13980	15669	15085	15544	chr10:81292763-81320173	Pip5k1c	0.136260034650429	0.0462338042589056	0.510865739617009
ENSMUSG00000049721	368	500	381	518	410	361	336	287	chr11:3983436-3999526	Gal3st1	-0.336414318485452	0.0462561137004438	0.510893732935984
ENSMUSG00000103138	4	3	8	2	10	5	10	7	chr18:5587843-5591911	Gm2238	1.07868191643883	0.0463083358016033	0.511154324535471
ENSMUSG00000022025	53	165	249	113	121	46	49	45	chr14:79637490-79662370	Lect1	-1.07280336324543	0.0463244042376695	0.511154324535471
ENSMUSG00000031893	13	30	50	31	8	24	19	7	chr8:105827544-105844876	Tsnaxip1	-1.1189133862765	0.0463409056065664	0.511154324535471
ENSMUSG00000024969	3547	3241	3202	3054	3550	3765	3657	3517	chr19:7275196-7342060	Mark2	0.153161208830897	0.0463588519929786	0.511154324535471
